"name","comment","date","rating"
"maïa","Máquinas não fazem escolhas da mesma maneira que humanos fazem. Pra elas, é só uma equação do que será mais benéfico e mais efetivo em modo geral. Para nós, é também sobre o que queremos.","16 Mar 2024",2
"lauralopessm","Com Trinity na equação, Neo sempre escolheria salvá-la. Sim, uma escolha lhe é apresentada, mas como dizem no filme: ""Você já fez sua escolha, você apenas está aqui para a entender"".","16 Mar 2024",4
"S M","A escolha é uma ilusão? livre-arbítrio não existe? Talvez, mas esse determinismo é única e dolorosamente humano.","10 Mar 2024",4
"rafaelgps","i don’t really get what happened because they looked too silly in their sunglasses","16 Mar 2024",3
"Novacane","matrix's by the wachowski sisters swag is too different, bitches too bad, they'll kill you","16 Mar 2024",2
"selly7749","y'all haters","16 Mar 2024",4
"pegeas","muito do que é mostrado aqui é excelente.. expandir ainda mais a ideia do primeiro filme tornando a própria narrativa como algo a ser duvidado, um mecanismo de controle.. mais protagonismo é dado as personagens secundários.. o problema é a continuação que talvez não se justifique e as lutas protagonizadas pelo Neo que acabam sendo desnecessárias por inconsistência narrativa, é muito triste que os agentes temidos no primeiro filme se tornem menos do que saco de pancada..","",3
"nic","if 75% of this movie wasn't fight scenes they honestly could have squeezed in the 3rd movie","08 Jan 2022",3
NA,"Harold Perrineau is my platonic ideal of what a man should look like, every time he was on screen I felt a strong call to marriage, babies, romantic stability 🥲",NA,NA
NA,"BUT THEN THERE WAS THAT GIANT ORGY AND I SAID FUCK THAT",NA,NA
NA,"I love the waichowskis so so so much 😭😭😭 lil 13 yr old me had never seen anything so beautiful, the real world might have had something to say after all… also I miss sens8 all over again …",NA,NA
NA,"top",NA,NA
NA,"boas cenas de luta, mas ainda achei meio meh",NA,NA
"Emily","(commentary 16/03/2024)I've really gone back and forth on the two sequels (long before Resurrections was a thing) over the years. When I first saw them as a kid, I liked them a lot mostly because they were just more cool action stuff, especially Reloaded.","03 Dec 2021",3
"Newt L","When I rewatched them in my early-mid 20s, I was kinda a bit jaded with them and felt a lot more negatively. They just kinda felt a bit unnecessary to me, especially coming after something…","30 Dec 2021",5
"Ali?","帅！出！新！高！度！刚开头直接的特技直接让我震惊到笑裂了…","16 Mar 2024",3
"itsellis","这次褪去了长长的风衣，改成了更加潇洒的南亚长衫，你确定这不是在给我安利衣服么？？？","16 Mar 2024",4
"AlexanderPh","中间和十几个雨果维文的混战中，大量使用了电脑CG，但是应该是当年的技术不太行，有点糙…","16 Mar 2024",4
"Ywlz","这次哲学意味更加明显…","16 Mar 2024",3
"Sebthorst","这次追逐戏太NB了，那两个会隐身的twins真的设定不要太棒","30 Dec 2023",4
"vinimarx","P.S.我直到这一部才发现那些大船飞行的管道是没有水的，看第一部的时候还在奇怪那些乌贼哨兵撕开船体为什么不会有水涌入hhh","16 Mar 2024",2
"Kaelyn","“Denial is the most predictable of human emotions”","15 Mar 2024",3
"AdamDailey25","For starters I’m gonna say that I absolutely loved the matrix (the original) and I’m obviously going to be basing my opinion of this movie on the quality of the first movie to some extent. With that being said I was a little disappointed with how reloaded turned out. At least initially, to me it lacked most of the charm that the first movie had, and I get that sequels hardly end…","15 Mar 2024",3
"JASMINEMMMMM","surprisingly good for a sequel","15 Mar 2024",4
"Theo Benedet","Buen soundtrack","15 Mar 2024",4
NA,"SSSSSSSSS, la vi medio en partes pq no terminaba de engancharme y despues me quedé dormido.Se nota demasiado que es la primera parte de una secuela larga dividida en dos, no le sentí un arco interesante o algo con principio y fin (por lo que mencione antes) y es medio meh, la primera matrix queda insuperable.",NA,NA
NA,"Pretty solid.",NA,NA
NA,"no one does techno like the Wachowski",NA,NA
NA,"I mean humanity’s had its time, and it failed.If I had a baddie like Trinity, I’m saving her every time no doubt.",NA,NA
NA,"I love Hugo Weaving! And also Hugo Weaving was great in this! And Hugo Weaving was too! And Hugo Weaving! Oh and I can’t forget Hugo Weaving! And Hugo Wea-",NA,NA
NA,"I love this",NA,NA
NA,"I prefer it to the first 😬",NA,NA
"Tommy Tommy","Imma give reloaded a 4 because of its original ideas with the key maker etc, us seeing the don who actually made the matrix etc, but dropping a point just for how stagnant the romance is in this film, I don’t have an issue with Trinity her character is cool it just drags on near the beginning when there’s plenty else in this fascinating universe they could have delved into in that time which would have made it as great as the first to me.","16 Mar 2024",4
"MooseRef","This review may contain spoilers. I can handle the truth.","16 Feb 2024",5
"Aaron","When i'm on the highway, I always look out for Morpheus on top of trucks","15 Mar 2024",4
"lucy","So, The Matrix is probably my favourite movie of all time and I love all three sequels despite them falling short of the original. Reloaded especially has many shortcomings: the random fights in the first half, the often meandering philosophical dialogue (which I do love but I think Reloaded overplays it a touch too much where the original was more contained) etc. That being said, I reiterate that I love this movie. The highway chase is iconic, the idea that…","15 Mar 2024",3
"Daniel","thank u catholic school for the guilt and the ability to understand the matrix’s biblical references","15 Mar 2024",4
"ihavehope","I think it's a very good 2nd part, especially the process Smith goes through. He is a program, but he is ""freed"". That has left him without purpose, so he turns his focus on the one that has made him without purpose.","15 Mar 2024",5
"FilmMythologist","A movie that is still far ahead of its time.","",5
"Sofie_lvs_S","What is the point of a sequel? To paraphrase the great Stan Winston","15 Mar 2024",3
"harryarchive","You want to give the audience what they want, but expand upon that and give them more and expand on the foundation","04 Nov 2023",3
"lucieavv","Reloaded was a film that audiences were not ready for. Bigger, more complex, deeper, more risks being taken and technology being pushed.It is everything you want in a sequel.","15 Mar 2024",3
"Mayara","Contrary to popular belief, the…","15 Mar 2024",3
"esraisttoll","Special effects are still so epic to this day 🔥","15 Mar 2024",2
NA,"Al final se pone mejor, pero pensé que trataría diferentes temáticas.",NA,NA
NA,"54/100Good",NA,NA
NA,"""We can never see past the choices we don't understand.""",NA,NA
NA,"Review in progress...",NA,NA
NA,"De très belles scènes de combats pendants 2h. Après j’ai trouvé ça un peu long quand même",NA,NA
NA,"estava bom até aparecer essa porra de to be continued vsf",NA,NA
NA,"Only watch this if you are fine with me rambling for hours on why this movie and the next one fail as a sequel but still work as a sequel to the OG matrix",NA,NA
"Lawrence Raptor","Needed a pick-me-up so I had to put on something that goes incredibly hard. Very few sequences in modern action hold up like the highway chase scene.","15 Mar 2024",3
"Ben Cafferty","I'm Ben Cafferty and this is my favorite movie on Letterboxd","15 Mar 2024",5
"FuzzyDunlop238","Zoned out after about 20 minutes and have no idea what anyone was talking about or what actually happened in this but it had some nice action sequences","15 Mar 2024",2
"reddsenjoyer","cada vez hay mas detalles paraaa película para intelectuales la pause cada dos minutos para analizar q mierda pasaba y que me perdí d la película","15 Mar 2024",4
"James","Incredible","15 Mar 2024",5
"JoeJem","I really enjoyed the movie and the car chase sene was really good but things I noticed was that in most of the fighting scenes Neo looked like a really bad video game character made out of playdough and I thought some of the fighting moves they were doing got really repetitive like the kick block and the kick into the wall then the wall breaks. But I think the architect scene was good and made a better understanding of the movie.","15 Mar 2024",3
"JamieSmith22","i will defend this film with my life","15 Mar 2024",4
"Jerry Waldorf","I need a piece of that chocolate cake","14 Mar 2024",4
"lucasuos","O roteiro desse é genial","15 Mar 2024",5
"Geoff","Yeah, the series went off the rails after 1 film, but this still deserves some love for the Twins and the freeway fight if nothing else.","",2
"KCatfood","Diría que califica como una parodia de la primera","14 Mar 2024",1
"Alejandro Sosa","Figura 1.","14 Mar 2024",3
NA,"El nivel de hype desde la primera escena hasta la final: 📉",NA,NA
"Joekleeee","Iconic","14 Mar 2024",3
"sicotine","This review may contain spoilers. I can handle the truth.","17 May 2023",2
"yusufhanjpg","4.2/10","15 Mar 2024",5
"Joshua_secker","Should’ve left this series alone after the first","14 Mar 2024",1
"jjmincheff","😎😎😎","14 Mar 2024",2
"leeorders","Why did those white twins have dreads","14 Mar 2024",5
"Luke","First half is so ass. Terrible. Second half is alright. The first one clears the rest by far","14 Mar 2024",3
"cheminpedro","The actions scenes.","14 Mar 2024",3
"merett","This review may contain spoilers. I can handle the truth.","14 Mar 2024",3
"Senor_Bishop","this one just had a weird vibe compared to the first one neo is basically a god in the matrix but he is actually a fraud i’m confused. i also hate how people have come back from the dead twice now we need to stop with that","14 Mar 2024",3
"DIEGOROCU","The sequels get crazier each movie. I do love the architect though! His dialogue with Neo is very interesting. Lots of theories originate in that scene.","14 Mar 2024",NA
"Drake","für mich seid ihr alle raver","14 Mar 2024",NA
NA,"Why would you leave the giant rave orgy for a private room?",NA,NA
NA,"La peli es entretenida, y las escenas de acción están bien, pero se queda ahí, tiene una trama mejorable y unos diálogos junto con los efectos especiales que son muy mejorables.",NA,NA
NA,"Hay momentos que están bien y los personajes me gustan por la primera, pero se queda en eso, algo entretenido sin más.",NA,NA
NA,"Nota - 6.5/10",NA,NA
NA,"God I love an indulgent action sequenceAlso, the scene with the Architect was memorable from the first go round but held up way better fifteen years or whatever after my first watching than I expected it to!",NA,NA
"JETBLACKBOX","the laurence fishburn katana indulgence. the hundred smith pileup. the spectral blowjob brothers. the flying neo. truly, mid is GAS to me.","13 Mar 2024",3
"TheMikeClark","Dang, that's a lot of keys.","13 Mar 2024",4
"Abby Johnson","Good and iconic","13 Mar 2024",4
"Jow","latex e tesão","13 Mar 2024",4
"LexieLuth0r","Why did they make them so horny","13 Mar 2024",4
"greencap","a truly soul-stirring document that could only have been created by someone who has had an intimate, honest conversation with god","18 Oct 2021",4
"Lucas","idk what’s wrong with me at this point the matrix is so good","13 Mar 2024",4
"z1ggyz1g","I was scared of freeways as a kid bc of this movie. The hand-to-hand combat and swords were just magnificent. Also I feel like we’re supposed to laugh at how confusing the Architect is considering how he’s something like God to the programs. If you don’t take it seriously and enjoy it as an action film with some funny takes on philosophy then I feel like it’s a good time","13 Mar 2024",4
"Hufflepuff42","I feel like there should’ve only been one Matrix movie…","20 Apr 2023",3
"hanna","so gooddddddd","13 Mar 2024",5
"NintendoNerd05","I'm suprised that Link never wore a green tunic or a floppy hat during any point in the movie","13 Mar 2024",4
"ccsharks","LISAN AL GAIB!","13 Mar 2024",4
"RayTheRipper","This review may contain spoilers. I can handle the truth.","13 Mar 2024",4
"ethanderby","Neo is God.","13 Mar 2024",4
"David Keogh","Maybe better than the first. It’s less thematically rich than matrix 1 but I think it’s very direct and to the point style works in its favor. Action sequences are on another level. All time great ending. Wachowski sisters just have it like that","13 Mar 2024",3
"rey","Keeeeeeys","13 Mar 2024",3
"zehra çağla","agora pense num cabra bom? NEO ANDERSON.","13 Mar 2024",4
"unachulita","kacis-dövüs sahneleri gayet iyi.. pek aksiyon sevmem aslinda ama keyifle izledim - özellikle highway sahnelerinde ekrana kilitlendim..","13 Mar 2024",3
"plsdirthngkpljm","seguro que si la veo borracha o fumada la entiendo el triple","",4
"cassougigi","pre good","",4
"daya 🧜🏽‍♀️","Incredible movie. Really innovative for the period, in the story and in the technologies used. Lots of actions, suspenseful. It's also very philosophical.","13 Mar 2024",4
"Jackson Wilhelmi","some things in this world never change like jada’s love for pac","13 Mar 2024",3
"LariDiva","Bro I don’t care how many Matrix fans I upset with this, I’m saying it…. This is the best one.","17 Jan 2024",2
"oefflingjeff","Gone is the slow pacing of the first and incomes the speedy and tight flow of Reloaded.","04 May 2023",NA
NA,"It is perhaps the most convoluted blockbuster ever made but I think that’s part of what enhances the experience for me.",NA,NA
NA,"“You don’t have to understand it, just feel it.” And brother, I feel this. I sure as heck don’t (always) understand it. Embrace the paradox!",NA,NA
NA,"It was ahead of its time.",NA,NA
NA,"Achei que ia ser o melhor da Saga, me enganei.Não é ruim, é bom, mas não ao nível do primeiro filme.",NA,NA
NA,"5.4/10",NA,NA
"EranMAS","It’s like taking some super interesting ideas and bashing them together like action figures - aka my kind of shit","12 Mar 2024",4
"layooo","A magic man creates a key that allows someone in spandex turn on a motorcycle strapped to the back of a motorcycle transport truck, allowing her to ride the motorcycle off the truck and rejoin a chase sequence.  This sets a new bar for cool ass shit I wanna see in action sequences","12 Mar 2024",4
"Katelynn🦇","It is about how free will collides with purpose. There’s deep shit going on. I’m once again disappointed in a certain philosophy professor","12 Mar 2024",3
"maddie","I didn’t expect this to go as hard as it did","12 Mar 2024",3
"Targ_Nation","Hehe Neo go brrrrrrrrr like SupermanAnd Trinity is still so fuckin cool!!","13 Mar 2024",4
"garrett_okeeffe","Literally the craziest sex scene paired with the crazy cave rave happening at the same time","12 Mar 2024",3
"Hayes McArthur","Ugh get you a man who will shove his hand into your chest to manually restart your heart when you die","12 Mar 2024",3
"TylerTweekMan","i knew the original movie was considered one of the best of all time but WHY NO ONE TOLD ME THE SEQUEL WAS FIRE TOO OMFG","29 Feb 2024",4
"Patrik Pavlíček","66/100 - Reloaded is a mixed bag. On one hand, you have some awesome fight scenes with a great soundtrack. On the other, you have boring, inane philosophical drivel being spouted by characters. I used to love this film the most as a kid because I had Enter the Matrix on PS2. But now, I have to be honest, cool scenes does not make a good movie. The acting feels a bit more wooden, and it suffers from Part One syndrome. Also everything about the Merovingian feels superficial and pointless.","12 Mar 2024",3
"Sei Lá","Very disappointing movie.","12 Mar 2024",4
"Rick","Agent smith scene was awesome. Way too much people making out for no reason.","12 Mar 2024",3
"mariana","Just not very good.","12 Mar 2024",4
NA,"the zion rave scene is queer rights",NA,NA
NA,"Wanted to like this more. Middle of the film felt like cheap blockbuster action movie",NA,NA
NA,"This review may contain spoilers. I can handle the truth.",NA,NA
NA,"Filme muito massa, me perdi muito na parte do Arquiteto e tive que repetir a cena várias vezes pra raciocinar. Fiquei meio perdida nesse filme, mas, pelo que vi, no próximo as coisas fazem mais sentido.",NA,NA
NA,"",NA,NA
NA,"Obs: O Neo largou tudo pela Trinity, a meta",NA,NA
NA,"Spoiler: o Smith agora tá no mundo real, vai dar ruim 🥰",NA,NA
NA,"Ich weiß nicht, ob mein Gehirn heute nicht so ganz an Ort und Stelle war, aber was inhaltlich abgeht, da bin tatsächlich relativ oft verwirrt gewesen bei „ The Matrix Reloaded“. Vielleicht hätte ich Teil 1 auch einfach nochmal vorher schauen sollen…",NA,NA
NA,"Naja wie dem auch sei. Ich hab oft davon gehört die beiden Sequels seien eher nicht so gut, aber zumindest dieser zweite Film hat mir doch ne Menge Spaß gemacht. Hier und da sind die VFX nicht ganz…",NA,NA
NA,"philosophy is everywhere",NA,NA
"Eddie Dwyer","HUGO WEAVING WAS SUCH GREAT VILLAIN 👍👍🌟🌟","12 Mar 2024",4
"MrGuacamole","Damn the Wachowski were horny during the first half of filming this one","12 Mar 2024",2
"jhreviews200","The action sequences are heavily stylised and awesome. The film tries to go bigger but I felt the stakes and tension of the first movie was missing. It’s still a really cool movie and I love this world but the story was a bit weak and didn’t fully live up to its potential.","12 Mar 2024",3
"mstg1313","When Link said: Where is my PussyI felt that","12 Mar 2024",3
"Schmidtzz","Ngostei mt não mas legalzinho","12 Mar 2024",3
"Robin Karlsson","They have a place named Zion in this. How much should we read into it? The fact it’s named in various Hebrew texts and scriptures. It after all holds a significant piece of Hebrew culture and is a synonym for not only Jerusalem but the Land of Israel overall. - It's fairly unclear how religious not necessarily Wachowskis are but rather how much they wish to address it in these Matrix films. If it wasn't for this name-drop, I never…","12 Mar 2024",2
"sosoleplusbo","Pire que le 1","12 Mar 2024",1
"⋆ ˚｡⋆ ୨୧˚julia˚୨୧ ⋆ ˚｡⋆","solar score 100/100","11 Mar 2024",5
"giotmi","if i watched this when it was released, i swear i would’ve been into programming. it’s rare a sequel is as good as the OG but this was also 10/10","12 Mar 2024",5
"Kendall",":/","12 Mar 2024",3
"Diogo","In this film we see Neo at his peak, where he is about to end the war, but the film ends open and without conclusion, making it clear that it will continue in another film. I see a drop in quality compared to the first; The choreography remains good, but some combat scenes are too exaggerated, especially when Neo faces dozens of enemies at once. In my opinion, it seems that the film was not designed to have a sequel,…","12 Mar 2024",3
"TheTruePieMan","“Choice is an illusion created between those with power and those without.”","11 Mar 2024",NA
"Jared Spears","I didn’t read this script beforehand and I fully regret it.","11 Mar 2024",4
"_witz_pedro","TRINITY, YOU MUST UNDERSTAND. I ABSOLUTELY NEED TO MAKE OUT WITH MONICA BELLUCCI (FOR HUMANITY'S SAKE)","11 Mar 2024",4
"Tristan","The wachowski sisters are the greatest filmmakers of the 21st century and I hope so much for their return.","11 Mar 2024",4
"Andrew Bosma","Smith mob a sour note that poison so many against another daring and sincere adventure through our understanding of reality.","11 Mar 2024",3
"Shea McAuley","After seeing dune two being possibly the best sequel in convo with its 1st movie I was really struck by how this movie bridges the gap btwn the two after always considering this more in convo with the 3rd","11 Mar 2024",4
"leticia","This watch…","10 Mar 2024",3
"mr_sosotris","For how much whining people do about this movie it really is a worthy follow up to the first. Incredibly sick","11 Mar 2024",4
"🍄Emeline🍄","The Matrix Reloaded (2003) - B","11 Mar 2024",5
"purplepast","This was such a fun and accelerating sequel that doubled down in its action and suspense to tell a suitable sequel for fans to enjoy.","11 Mar 2024",2
"JA_Marquez","Firstly, the performances in this film were stellar as Keanu Reeves once again nailed it as Neo, bringing his iconic blend of coolness and vulnerability towards the character. The entire cast, including Laurence Fishburne as Morpheus and Carrie-Anne Moss as Trinity once again delivered powerful and captivating performances that…","11 Mar 2024",4
"GOKU SUPERSAYAN","papo reto a cena do neo colocando a mão dentro da trinity para fazer o coração dela bater simplesmente fenomenal","11 Mar 2024",NA
"Colton","There’s lots that I like in this, but my favourite is Mr. MacGuffin being the most wholesome looking adorable man in the whole world. You just want to give the Keymaker a hug and tell him you want him to have a wonderful day.","11 Mar 2024",NA
NA,"Anyways, the first movie is perfect, and one of my faves. This one is more grounded. And is less about Neo’s philosophical journey towards understanding where he fits into the world. This is about finding ways…",NA,NA
NA,"J'ai rien compris.",NA,NA
NA,"the highway chase is the greatest stretch of any action movie to date",NA,NA
NA,"Ida de olla total",NA,NA
NA,"(seguimos con la saga de Matrix con el papa)pues me ha encantado, PEC, mi mierda confortable. es verdad que el arquitecto podría cerrar un poco el pico, pero la acción es brutal y eso MOOOOLA",NA,NA
NA,"It's easy to see how this movie had almost triple the budget of the first.",NA,NA
"samdimery","Every scene feels hours long. This is good for most of the fight scenes cos they’re so visually stunning to watch but bad for the random cave rave / soft porn in the middle","11 Mar 2024",3
"Tommy Loukas","It just fucking rules. Idk what people were smoking at the time for this to be regarded as a bad sequel","11 Mar 2024",5
"Paul","sans matrix ya pas paulo","01 Feb 2023",5
"Juan Camilo Ariza Rangel","Critique la por el cgi, pero es de la sobras que más analogías a la biblia tiene y es muy bien hecho, me encanta, además Neo en esta peli está rotisimo","11 Mar 2024",4
"David","ufsixesi","",4
"ReginaLind04","Hmm okay slay. Still love still gay.","11 Mar 2024",3
"limesix","As good as the first.","30 Jan 2024",5
"Shea Bisson","This movie is definitely a stronger sequel, and also a frustrating one. There are lots of cool ideas that don't really come together in the end, or just end up feeling baffling. But I think this movie is more than worth it just for the freeway fight and so much other cool action (uncanny CGI aside). I guess I just wish these sequels had more time in the oven.","10 Mar 2024",3
"mr_mcbucket","This film is kinda two faced, a good side and a not so great side, one side tries its best to be deep and philosophical, but instead it’s just a bunch rambling big word salad. The other is a campy action masterpiece, with every fight scene, every strange new character, and reoccurring characters. The action is cranked up to 11 in this one, fight scenes like the goofy yet amazing agent smith battle to the masterpiece that is the freeway…","10 Mar 2024",3
"Redfined","Go all black through life","10 Mar 2024",3
"Dante Scarpettini","Que poronga fue esto??? Despues de la primera no podes matar así a la segunda. Realmente enojadisimo. Iracundo. Furioso. Rabioso. Colérico.","10 Mar 2024",2
"fluffy_pomeroy","Eso sí, seguir viendo películas de Matrix y a Keanu Reeves como Neo no ayuda a calmar mí impulso de teñirme de negro e ir all black por la vida.","10 Mar 2024",3
NA,"Say this lovingly- the matrix movies are B movies.",NA,NA
"mokusei","esse filme serviu mais como uma ponto para o terceiro, dando um contexto sobre o que aconteceu e oq iria acontecer. o filme em si eh muito perfeito, mas em comparação com os outros a nota cai um pouco kkkk","10 Mar 2024",3
"rog_","Felt like a lot of talking, a lot of dilution and as Nino said; describe the plot. Super powers seemed a lazy direction.","10 Mar 2024",3
"leanneviolet","those twins were fucked","10 Mar 2024",4
"Deity Turner Clarke","Strange series","10 Mar 2024",2
"v","the bible reloaded","09 Mar 2024",4
"sea_lubber","unnecessary but still kind of fun","10 Mar 2024",3
"Mia","My review on TikTok","10 Mar 2024",3
"louisemarits","vill klä ut mig till dehär på halloween","10 Mar 2024",3
"Antuan22","En mi opinión, la trilogía empieza a decaer bastante, ya que la primera es una obra maestra difícil de igualar y en esta segunda entrega, hay buenos momentos, sobretodo, de acción, pero con partes de la película que se pueden hacer lentas y aburridas.","07 Mar 2024",3
"Inex ✧.*","","10 Mar 2024",4
"larissacriis","In my opinion, the trilogy begins to decline quite a bit, since the first is a masterpiece difficult to match and in this second installment, there are good moments, especially action, but with parts of the film that can be slow and boring.","10 Mar 2024",3
"Phil Wolf","""What do all men with power want? More power.""","11 Feb 2024",2
NA,"Achei algumas cenas de ação muito cansativas, de resto muito bom!",NA,NA
NA,"Pretty, but that doesn’t make up for the confusing story.",NA,NA
"Alexander Hochberg","literally rewatched just to see Monica Bellucci. dripping with playstation 2 energy","10 Mar 2024",3
"cam","2:01:35 MOI + JE SORS FUMER","10 Mar 2024",5
"DarraghN97","disappointing","10 Mar 2024",2
"Eevee2005","6.3","10 Mar 2024",3
"Elijah H","I forget about this one","17 Feb 2024",2
"abubsmah","10/6,9 🤝🏻","10 Mar 2024",2
"ebsider","otoban sahnesi","10 Mar 2024",5
"em_laurenn","feel like i should've actually watched the first one before this","09 Mar 2024",2
"TiagoFerreiro","if i knew morpheus irl id just think he's having a mental breakdown","10 Mar 2024",4
"Emily","there is ZERO chemistry between neo and trinity","09 Mar 2024",3
"Gäbu","is the architect president snow or is president snow the architect","10 Mar 2024",1
"The Future Of Cinema","Shattered beliefs with love still at the helm, yes it's not as mythically cool as the first, but then again what is. The Wachowskis are able to expand on their vision with deeply satisfying actions sequences that are very video-game coded that I think are quite spectacular.","10 Mar 2024",3
NA,"Silly",NA,NA
NA,"Oh gott es isch würk nid guet. Paar sicki actionszene sie di bekanntisti mitde chugle abr viu gseht oh uwie chli lächerlech us u mir isch aues zdurchschnittlech, sie hei di gueti liebesstory usm erste teil gno u iwie vrhunzt, i finges ni würk guet gspiut bis ufd choreos u d effekte si peak 00er jahr aso würk grob. Es het paar spannendi asätz mit dene türe abr mä hät mMn würk aues chürzer chönne mache i ha würk garke bock uf di nechste 2",NA,NA
NA,"This movie expands the matrix in a positive way. Although it doesn't compare to the first matrix movie this is definitely worth watching.",NA,NA
"Hayleeyy","Their glasses are cooler than mine","10 Mar 2024",3
"anneiva","OVERHATED this movie fucksoddly horny at times but 🤷🏻‍♀️🤷🏻‍♀️neo in the all black…yeah i understand trinity being all over him","09 Mar 2024",4
"pedr_","o nível caiu bastante do primeiro para esse aqui, é bem mais chatinho e tedioso de assistir, as cenas de açao sao um porre.... fizeram esse só para dar uma  explicação para as coisas que ficaram em aberto no primeiro filme (e sinceramente, nao precisava)","10 Mar 2024",3
"nekorikirawrr","Turned me gay. Every day I wake up and want Agent Smith to fuck me in the ass.","09 Mar 2024",5
"♡","oh to be in the matrix and dress good","09 Mar 2024",5
"♡","OH YES.","09 Mar 2024",4
"Notgeo__","Just checked the advanced stats, this shit leads the league in hell yea’s per minute 😎","09 Mar 2024",3
"Loyal_Recruit","Don’t get all the hate for this one. It feels like a logical step forward for the universe, just misses a few steps in the pacing and side characters. The action is still top notch, and sure the cgi looks dated, but it didn’t take away from any of the fun for me.","09 Mar 2024",3
"Sara .","I understand you Trinidad, if my boyfriend was a babygirl I would be also willing to sacrifice my life for him.","09 Mar 2024",4
"Jay010","Not as good as the first movie but still a great sequel. Continues to expand more on the world with lots of bonkers fun action to enjoy as well. Electrifying experience.","09 Mar 2024",4
"Gilherme","um bom filme mas é uma continuação beeem abaixo do seu antecessor, esse filme tem vários defeitos mas mesmo assim consegui me entreter, gostei das cenas de ação e os personagens do primeiro filme continuam fodas, esse filme em alguns momentos foge um pouco do primeiro mas quando ele parece um filme de Matrix ele fica foda, mas ele é só bom msm.","09 Mar 2024",3
"gio","8/10","09 Mar 2024",NA
NA,"much intense compared to the first one",NA,NA
"KreshDraven","Best way to describe this film is : A lot of nonsense between a cool action scene after another.","09 Mar 2024",3
"Waiven","Morpheus and the highway chase are always the reason why I rewatch this one .","09 Mar 2024",2
"Boogie2","How is the action the worst part?","09 Mar 2024",3
"Quintubble","I'm realizing now that I have a cultural blindspot for the Matrix movies because I never really knew that the sequels are almost universally loathed. That said, one of the fun things about watching these movies for the first time is that I was able to go in fresh without some of that baggage.","05 Mar 2024",4
"David Neilson","I can imagine the frustration and disappointment people felt watching this in 2003, but this is still more fun than most of the action blockbusters that…","08 Mar 2024",4
"JaegerXL","PS3 graphics go crazy.","09 Mar 2024",2
"sanssans","Lilly & Lana Wachowski’s “The Matrix: Reloaded” is way better than I expected. The action is so much fun in here even when the vfx aren’t up to date. I think the Neo vs Smith & Neo vs guys in the weapons room are probably my favorite here. It’s a part two so the story isn’t fully complete but I feel like it still did enough.","09 Mar 2024",3
"Simon","fun facts: The fight scene of Neo vs Smith took 27 days to shoot.","09 Mar 2024",4
"StevenCarrier","The highs are still high: the freeway sequence feels like a miracle; Lambert Wilson as the Merovingian adeptly fills the gap in the series for a creep left by Joey Pants; all the money is very obviously on the screen. Smith's motivation and the Architect's explanation are still tough to parse, but more deflating is the glimpse of the future (of genre filmmaking) we got in the Burly Brawl, in which Neo battles an army of Smiths. Did we know in 2003 that weightless CGI figures slamming into each other would become the norm?","09 Mar 2024",3
"Holycow217","Revisiting this franchise in 2024 has been so invigorating. We didn't know how good we had it.","09 Mar 2024",3
"BigChris03","that fucking bowling pin sound effect","08 Mar 2024",2
"Chett8","""I killed you, Mr. Anderson. I watched you die... with a certain satisfaction, I might add.""","08 Mar 2024",NA
NA,"Interesting concepts and cool fights. Besides that there are some scenes that feel unnecessary and the usage of slow motion is often pretty weird. This doesn't do any good for the pacing.Even though this film can't compete with its predecessor The Matrix, it's still entertaining and quite good.",NA,NA
NA,"4K Restoration",NA,NA
NA,"It's fun but the story is just 2 hours of set up for Revolutions.",NA,NA
NA,"Probably better if you don't watch it in two halves separated by weeks",NA,NA
NA,"Not every movie needs a sequel",NA,NA
"marimari","This movie was all over the fucking place but god damn was it fun. I find myself less interested in the narrative this time around but I really enjoyed the philosophical elements and how the Wachowski Sisters directed the hell outta this. The action is superb and despite the moments where it switches back and forth from video game cutscenes and live action, it was visually interesting. The whole thing about destiny, fate, control, and choice is also really interesting and I’m excited to see where it all goes. Fuck it, I’m not doing anything tomorrow, let’s stay up and watch the next one!","08 Mar 2024",3
"Mike","At least once a year I'll watch the chateau fight -- freeway chase sequence as it's such fun, this time I decided to do the whole flick.","06 Mar 2024",4
"Stu Bing","I still like this a lot tho I get it has some flaws: not everyone can dig the conversion with The Architect and the Neo vs Agents Smith brawl could be cut down if not lost altogether. Aside from those parts, it's a fun, stylish movie with some excellent action.","",4
"Cooper","Really benefits from bring the middle child of the trilogy: the world is already built, it doesn't have to wrap up the narrative, but it gets to play with all the cool toys.","08 Mar 2024",4
"Misha","made me cry this time??? embarrassing and cringe","07 Mar 2024",4
"Mask","also fucks but less severely - the soundtrack was better in the first one","08 Mar 2024",4
"Richard B","♥️ Juno Reactor - Mona Lisa Overdrive.mp3 ♥️","08 Mar 2024",3
"PrinceKSP","Thought this film kicked raw ass when i first saw it as a small child, then immediately had to step back and think ""oh jeez maybe i was wrong"" when I saw people I respected arguing over how it totally failed to live up to the potential of the first film. I'm a lil adult guy now, so I can say I was right the first time. Kicks raw ass, some of the best action scenes committed to celluloid bar none. Whatever arguments people have about the amount of digital shots is countered by the fact that THEY BUILT A WHOLE ASS ROAD.","07 Mar 2024",3
"Matt Robertson","I did feel like dozing off in the beginning but damn the car chase sequence remains as spectacular as it was back in my primary school days, it looked way too realistic for a segment with fantasy elements.","06 Mar 2024",2
