"","name","comment","date","rating","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"975","qazz__1","Eh pretty solid maybe even a slight improvement on the original.","06 Mar 2024",3,0,1,0,0,2,0,0,2,0,3
"976","aisha 🧛🏼‍♀️","i don’t care what yall hoes say this movie is amazing. my fav matrix movie atm. i will not hear anything different. the outfits, vibe, characters, literally everything","06 Mar 2024",5,0,0,0,0,0,0,0,1,0,1
"977","Noa","Je savais pas que c'était possible d'avoir autant de flow avec des effets numériques dégueulasse (logique pour l'époque), franchement big respect Néo","06 Mar 2024",4,0,1,0,0,1,0,0,1,0,2
"978","Al3xFreeman","100 años de soledad lo hizo primero","29 Feb 2024",4,0,0,0,0,0,0,0,0,0,0
"979","Chris Goldsmith","1: Late-night viewing of #TheMatrixReloaded. I always forget how uncomfortable that sex scene is… #alsothedialogueisprettybad[past me, you're wrong on both counts]","20 Jun 2012",4,0,1,0,0,1,1,0,1,4,1
"980","ffffacu","2: ""There are levels of survival we are prepared to accept."" #bestline #theArchitect #TheMatrixReloaded","06 Mar 2024",3,0,1,0,0,0,0,0,1,0,1
"981","George Carmi","3: The #Matrix trilogy would actually make a good case study for my hypothetical #awfulthings class. [🤷‍♂️]","05 Mar 2024",4,0,1,0,1,1,1,1,1,1,2
"982","willadenton","que hermosa cinematográfica, los tonos verdosos, lindo","05 Mar 2024",5,0,0,0,0,0,0,0,0,0,0
"983","Emirhan Kılıç","I don't know, man. I want to like this more so badly but I just can't seem to latch onto it the way others seem to. I watched this last night and I wanted to sit with my thoughts a bit before writing a review and giving a rating. The world of The Matrix is so fucking cool but I can't help but feel like there's so much wasted potential. I watch these subsequent sequels and find myself constantly thinking…","01 Jan 2010",5,2,1,1,2,0,2,0,1,3,2
"984","kritikapun","i liked this one more than the first one! the part with the bullets man i wanna do that with my computer but scoop the viruses out","06 Mar 2024",5,0,0,0,0,0,0,0,0,0,0
"985","El Pendejo Teo","A very cleverly thought out, well written sequel. It explains many things that were missing and wondered in the first movie. It also has some very cool scenes","28 Feb 2024",NA,0,2,0,1,0,1,0,0,1,1
"986",NA,"the freeway scene action and when neo saved trinity are my roman empires",NA,NA,0,0,0,0,0,0,0,0,0,1
"987",NA,"For a long time it was my favorite Matrix, but now its very clear that it is still sick as fuck. A movie so built upon the raw emotion of humanity in all of its confusion, lust, fear, and pain. These movies have a setting so dour that it’s ability to keep the story more and more excitingly dazzling to watch is so impressive.",NA,NA,2,4,1,4,2,2,0,2,6,3
"988",NA,"As a philosophical experiment it sometimes dumps the audience with constantly deepened questions in regard the…",NA,NA,1,2,0,0,0,1,1,1,1,0
"989","Christopher McCullah","The freeway scene is one of my all-time favorites, in action, tension, build, and MUSIC! Don Davis rocks the trilogy. He really should have been brought back for Resurrections.","05 Mar 2024",5,1,1,0,0,1,1,0,1,0,4
"990","JackPotato77","They on they horny shit.","06 Mar 2024",3,1,0,1,0,0,0,0,0,1,0
"991","hannah🐞","this movie is good and also hot!! i said it!!","05 Mar 2024",4,1,1,0,0,1,0,1,1,0,1
"992","toby97","Morpheus was having an existential crisis throughout this movie, he was so real for that.","05 Mar 2024",3,0,0,0,0,0,0,0,1,1,1
"993","lilychouchoufan","I love fighting scenes but I hate the graphics in this one, it didn’t stand out for me, and I thought Neo and Trinity’s relationship would grow on me but they’re severely homosexual or possibly asexual (ignoring the sex rave and sex scenes) they have no chemistry. I don’t want to hate though, I enjoyed this a lot and I consider this real cinema for its time. It’s not timeless as the first one though or as Speedracer.","06 Mar 2024",3,3,4,2,1,4,1,1,5,3,6
"994","jordanconnolly","That being…","06 Mar 2024",3,0,0,0,0,0,0,0,0,0,0
"995","Kyle Snacks","I watched two sequel movies that involve the main character being a messiah today","05 Mar 2024",4,0,1,0,0,0,0,0,0,0,1
"996","K","Not as good as the OG but it still fucks","05 Mar 2024",2,0,1,0,0,1,0,1,1,0,1
"997","rross324","Breakbeat Messiah. I now only watch sci-fi blockbusters that examine Chosen One narratives.","06 Mar 2024",2,0,1,0,1,0,0,0,0,0,1
"998","edward","Woah… what a major disappointment! It’s hard to believe this is even made by the same people that created The Matrix… 👎👎","05 Mar 2024",4,0,0,1,0,0,1,0,0,1,1
"999","illesst","Sentinels swarm. Smith clones. Neo flies... but perhaps not even a Chosen One gifted with astonishing new powers can stop the advance of the Machines. ; ; Neo, Morpheus, Trinity. They're back for the powerful second chapter of The Matrix trilogy, and exciting new allies join them in the struggle against foes who are cloned, upgraded and closing in on humanity's last enclave. Back, too, are the Wachowski Brothers and producer Joel Silver, expanding their vision with a spectacle that…","05 Mar 2024",4,2,4,2,3,3,1,2,2,3,9
"1000","Raymond","Plot was alright and the first half felt like it was all over the place. The begining of the movie makes you feel like you've never seen the first one. Action scenes were awesome for the time period. Huge crush on Trinity in this one","05 Mar 2024",NA,0,1,0,0,0,0,0,0,0,1
"1001",NA,"People who hate on this movie suck. Sometimes it does get over-the-top but still a bad ass movie",NA,NA,2,1,2,2,0,2,0,1,4,1
"1002",NA,"The rave/sex scene is one of the best scenes in cinema.",NA,NA,1,1,1,0,2,0,1,2,1,2
"1003","Lisa","Aucun mot me vient quand je pense à Neo et Trinity… j’ai juste des bouffées de chaleur.","05 Mar 2024",2,0,0,0,0,0,0,0,0,0,0
"1004","aponey","Lambert Wilson est toujours drôle, mais je suis toujours aussi déçue de cette suite. En même temps, vu le chef-d’œuvre qu’était le 1, comment faire mieux… Mais les scènes d’action restent folles.","05 Mar 2024",2,0,0,0,0,0,0,0,0,0,1
"1005","feitosa196","Lambert Wilson dans le film c’est ma France ça !!! MON VIN MON FROMAGE","05 Mar 2024",3,0,0,0,0,0,0,0,0,0,0
"1006","ungodlyandroid","mais e maior, todavia parte do estilo se perdeu","05 Mar 2024",4,0,0,0,0,0,0,0,0,0,0
"1007","anniekellam","some times cake makes me squirt too","05 Mar 2024",4,0,0,0,0,0,0,0,0,0,0
"1008","thérèse :]","fight scenes go CRAZY","04 Mar 2024",3,2,0,0,2,0,1,0,0,2,0
"1009","Ptown526","neo quand il est tranquillou en balade: [saute jusqu’au dessus des nuages]neo quand il se fait attaquer par 150 personnes: [reste au sol pour faire des petits bonds tel un lapin]","05 Mar 2024",4,0,0,0,0,0,0,0,0,1,0
"1010","EvePenguin","non c’était cool mais la baston c’était un peu trop long au bout d’un moment c’est bon quoi","05 Mar 2024",4,1,1,0,0,0,0,0,0,1,1
"1011","danwhite00","pourquoi matrix 1 je le regarde à la maison c’était pg13 et matrix 2 je le regarde dans le train y’a une loongue séquence de bz? pas cool","05 Mar 2024",5,0,0,0,0,0,0,0,0,0,1
"1012","Brandon Hemmings","Could use more Agent Smiths","05 Mar 2024",3,0,0,0,0,0,0,0,0,0,0
"1013","Sebastian Medina","This sequel to the Matrix film carries the same sleek and epic style of the original, turning up the scale of the fight scenes and getting further into the Neo and Trinity romance.","05 Mar 2024",2,1,2,0,2,1,1,1,1,1,3
"1014","skeletos_du_85","The Wachowski’s just have so much sauce with these groundbreaking films. The slowmo works really well in the fights, and we get long, drawn out action sequences that build and build. The fight in the mansion that transitions to the garage, then…","05 Mar 2024",3,1,1,0,1,0,0,0,0,1,2
"1015",NA,"This review may contain spoilers. I can handle the truth.",NA,NA,0,0,0,0,0,0,0,1,0,1
"1016",NA,"Reloaded keeps a lot of elements from the first matrix and expands upon them and sometimes I think it works and sometimes I think it doesn't quite hit the mark. The action is of course still great and while i still prefer the action of the first film the freeway chase and Neo fighting the pikmin army of agent Smiths ruled.",NA,NA,2,0,0,0,0,0,0,1,3,2
"1017",NA,"The film in terms of its aesthetic and atmosphere don't quite have the same feel of coolness to me…",NA,NA,0,0,0,0,0,0,0,0,0,2
"1018",NA,"Mona Lisa Overdrive.",NA,NA,0,0,0,0,0,0,0,0,0,0
"1019",NA,"Monica Balucci insinuating the girl with the cake blew old mate in the toilet.",NA,NA,0,0,1,0,0,0,0,1,1,1
"1020",NA,"The Architect: *says some bullshit about anomalies*",NA,NA,0,0,0,0,0,0,0,0,0,0
"1021",NA,"me, dumbfounded af not understanding a word he's saying: damn this mfer spittin'",NA,NA,1,0,1,0,0,0,0,2,1,2
"1022",NA,"Big up a tout les enfants en 2002 qui étaient trop contents d’aller voir la suite du film de kung fu du futur avec leur parents au cinoche et qui se sont tapés 10 minutes de steamy hot sex au ralenti d’entrée de jeu !!!",NA,NA,1,1,0,0,1,0,0,1,0,1
"1023",NA,"Aussi pendant tout le film j’avais l’impression de l’avoir déjà vu (comme dans matrix) et en fait OUI JE LAVAIS DÉJÀ VU j’me suis souvenu de la fin juste avant MERDE",NA,NA,0,0,0,0,0,0,0,0,0,1
"1024","marie+sa","no one has ever looked as beautiful as monica looks in this film!!! yall can pack it up!!","04 Mar 2024",4,0,0,0,0,1,0,0,0,0,1
"1025","JBrodzik","What’s good is still really good. The fights with heavy cgi don’t hold up well.","04 Mar 2024",4,0,1,0,0,1,0,1,2,0,2
"1026","kaiielle","A second movie in a trilogy that leaves me itching for more!","18 Feb 2024",4,0,0,0,0,0,0,0,0,0,0
"1027","Avery","Fantastic action sequences in this one, a really fun score, and a fantastic scene between Neo and .. well, IYKYK.","04 Mar 2024",2,0,2,0,0,2,0,1,0,0,3
"1028","JesseVDH","Get my full thoughts & review here while also watching my reaction to watching this for the first time: youtu.be/yrGsfax4RqQ","04 Mar 2024",4,0,1,0,0,0,0,0,0,0,1
"1029","Philipp","This review may contain spoilers. I can handle the truth.","04 Mar 2024",2,0,0,0,0,0,0,0,1,0,1
"1030","paglykos","tw: saas a French I feel pity for Lambert Wilson who had an excellent American accent but is forced to be disgustingly French for this. Anyway. go bi boy gome when I’m in a casual sexual assault competition and my opponents are the Merovingian and Persephone 😧i already knew that love is the key to free will because I watched supernaturalthey did not try to tell me that neo and trinity are into vanilla shit where’s the freaky sex stuff I know they get up to","04 Mar 2024",4,2,2,2,2,3,1,0,2,5,3
"1031","cecilia","Original was better and had me more interested.","11 Feb 2024",5,0,0,1,0,0,1,0,0,0,1
"1032","Karl","First rewatch in more than ten years. I didn't expect to be reminded so much of newer Chris Nolan movies. The Highway. The Heist.","04 Mar 2024",3,0,1,0,0,0,0,1,1,0,1
"1033","cheilavega","I think they’re still in the matrix because how come they could choose to wear whatever they want but they all chose to wear the same exact outfit? Is everyone definition of cool the same here or?…","04 Mar 2024",3,0,0,0,0,0,0,0,1,1,1
"1034","Adam Jackson","não tá no nível do primeiro mas gostei mais doq lembrava","04 Mar 2024",NA,0,0,0,0,0,0,0,0,0,0
"1035","ajlttrbxd","(tendo sonhos apocalípticos de uma cena igual Aquela™ tocando banho da elza soares na trilha)","04 Mar 2024",NA,0,0,0,0,0,0,0,0,0,0
"1036",NA,"You know the fight scenes are intense when they use bowling pin sound effect.",NA,NA,2,0,1,2,1,0,1,1,2,1
"1037",NA,"2.75／拓张。很多为了场面堆砌而出的场面，使你的伟大命题厚度尽失。我不理解其中贯深直入女性阴道用以展述「程序」&「控制」图谋何在？审判：Trinity战衣完全代表背后男人眼光。",NA,NA,0,0,0,0,0,0,0,0,0,0
"1038",NA,"aged better and worse that i remembered.",NA,NA,0,0,0,1,0,1,0,0,1,0
"1039",NA,"there was a time where this was fave one, but mostly because of what it sets up:",NA,NA,0,1,0,0,0,0,0,0,0,0
"1040",NA,"oooh how come his powers work in the real world. oooh how come agent smith is back? oooh what do you mean there were 6 neos before him and you let them go and build a new zion every cycle. no seriously what do you mean? where do they eventually get hovership technology? if neo always…",NA,NA,0,0,0,0,0,0,0,2,0,3
"1041",NA,"Far too horny and fight scenes be looking like they were ripped from shrek 2. But im happy to be here for it.",NA,NA,1,1,0,1,1,0,0,1,1,1
"1042","har_sha","Doesn't live upto the hype the first part built","04 Mar 2024",2,0,1,0,0,0,0,0,0,1,0
"1043","camensitap","Me ha gustado pero ni de coña llega a la 1ª","04 Mar 2024",3,0,0,0,0,0,0,0,0,0,0
"1044","Edward Shaddow","The Matrix but hornier.","04 Mar 2024",3,0,0,0,0,0,0,0,0,0,0
"1045","Milo","No, hornier! I said horni… Ugh, just give it here… “Neo and Trinity made out passionately in the lift and then everyone had a massive sex rave party in the caves of Zion.” See? Ok, yeah needs more Hugo Weaving but we can add that in post.","23 Feb 2024",4,1,1,1,0,2,0,1,2,1,2
"1046","Álex Lozano","the matrix two: hornier and more hd than the first, now with some sick 3d models that don’t at all look cartoon-y","04 Mar 2024",3,0,0,1,0,0,1,0,1,1,1
"1047","Malcom","El bajón respecto a la primera parte no tiene ningún tipo de sentido. No es una mala película, pero no está para nada cerca de la primera película.","04 Mar 2024",4,0,0,0,0,0,0,0,0,0,0
"1048","Jeff Hayward","The Matrix Reloaded is pretty good!Everyone in the matrix has some drippy outfits. There’s a lot that we missed between the timeline of the first one and this one I know there’s one episode in the Animatrix that does explain one thing but they tell us in exposition there just rushing the beginning a bit. The rave scene felt unnecessary could’ve done it without it. The Fight between Neo and The many smiths is absolutely my favorite fight scene…","03 Mar 2024",2,2,2,1,1,4,0,2,5,2,5
"1049","uglynate","Matrix 1: everything you think you know about yourself and the world around you is a complete fabrication and your reinvention is necessary to save the world from a cyber dystopia","04 Mar 2024",5,0,0,0,0,1,0,0,2,1,1
"1050","Halo Lark 🐚","Matrix 2: what if sunglasses were weirder and morpheus had a swordfight on top of a moving truck","03 Mar 2024",3,0,1,0,0,0,0,0,2,0,1
"1051","Alex Ladd","It all slips a bit too far from the spirit of the original, and ends up relegating it to world-building and character introduction rather than a self-contained thing. This existing at…","03 Mar 2024",4,0,0,0,0,0,0,0,0,0,2
"1052","benschatzel","the best movie 2?","03 Mar 2024",5,0,0,0,0,0,0,0,0,0,0
"1053","zack","Now they go Star wars, This people appeared out of nowhere 🤨","03 Mar 2024",3,0,1,0,0,1,0,0,1,0,1
"1054",NA,"Consistently better with each rewatch.",NA,NA,0,0,0,0,0,0,0,0,0,0
"1055",NA,"The action is top tier kind of unbelievable. Freeway scene freeway scene freeway scene",NA,NA,0,1,0,0,1,0,0,2,1,3
"1056",NA,"The philosophy stuff is prettyyyy on the nose but really tied up well at the end",NA,NA,0,0,1,0,0,0,0,0,0,0
"1057",NA,"CAVE RAVE LOVE WINS BABY",NA,NA,1,0,1,0,3,0,1,1,1,3
"1058",NA,"I’m looking for Neo.",NA,NA,0,0,0,0,0,0,0,0,0,0
"1059",NA,"sinto muito mas nem o pior cgi do mundo vai me fazer achar a luta entre o neo e os agentes smith algo menos que LENDÁRIO",NA,NA,0,0,0,0,0,0,0,1,0,0
"1060","🍂","they invented fight scenes. peak entertainment","03 Mar 2024",4,1,1,0,1,1,0,1,1,1,1
"1061","jeans_","This review may contain spoilers. I can handle the truth.","03 Mar 2024",4,0,0,0,0,0,0,0,1,0,1
"1062","Meg","truly truly obsessed with how ride or die trinity and neo are. not a single moment dedicated to moral turmoil over the “greater good” or whatever. because who gives a shit about the future if the one you love the most isn’t in it!!!!","03 Mar 2024",2,3,1,1,2,2,2,1,2,3,4
"1063","dazedsteampunk","Don't ruin a masterpiece 😿","01 Mar 2024",4,0,0,0,1,1,1,0,0,1,1
"1064","lordstorer","Leigh whannell appears for a minute and then dies","03 Mar 2024",4,0,0,0,0,0,0,0,0,0,0
"1065","Sammie","You know this was actually pretty good considering all I've heard about the Matrix sequels is that they don't live up to the original and ruin it.","03 Mar 2024",4,0,2,0,1,2,1,1,2,1,2
"1066","wrightbuzz","keanu!! cutie pie!!","01 May 2003",3,0,0,0,0,0,0,0,0,0,0
"1067","Felipe","Not as good as the original but some interesting twists in the story. Too many extended chase scenes...","",3,0,1,0,0,1,0,1,1,1,2
"1068","Goongala","O filme é meio decepcionante como uma continuação, mas a cena da rodovia/ponte... aquilo é cinema de ação!","03 Mar 2024",5,0,0,0,0,0,0,0,0,0,0
"1069","Max Henderson","WE ARE STILL HERE!","27 Feb 2024",3,0,0,0,0,0,0,0,0,0,0
"1070","harry_thripp","There is a decent drop off from the first one to this.","03 Mar 2024",3,0,0,0,0,0,0,0,0,0,1
"1071","mEOowW","Still enjoyable, don’t get me wrong, however it feels like 50% of this film is fight scenes and the plot is actually a little bit confusing and therefore, at least for me, somewhat of a difficult film to follow.","03 Mar 2024",2,1,0,0,2,0,0,0,1,2,1
"1072",NA,"I like the route first-time viewers are now being led down as we go in to the third film, however based on trajectory, I’m not too hopeful.",NA,NA,0,2,0,0,1,0,1,1,0,1
"1073",NA,"6.4/10",NA,NA,0,0,0,0,0,0,0,0,0,0
"1074",NA,"This movie is so frustrating, the action is absolutely brilliant, arguably better than the first (the freeway scene is one of the best action scenes I’ve ever seen) but everything else within this felt just a bit overbearing and complicated.",NA,NA,1,1,0,0,1,0,0,1,2,2
"1075",NA,"This took a relatively straight forward story from the first movie and attempted to add some further depth to it, however you’re just overloaded with new characters, settings and adjustments to the Matrix that we understood and loved from the…",NA,NA,0,0,0,0,0,0,0,1,0,2
"1076",NA,"Not nearly as good as the first one",NA,NA,0,1,0,0,1,0,1,1,0,1
"1077",NA,"Also way too long foreplay",NA,NA,0,1,0,0,0,0,0,0,0,0
"1078","georgiaa","What have I just watched?!What a beautiful day to start enjoying maths, informatics and physics just to understand what on earth happened in this film.","03 Mar 2024",3,0,2,0,0,2,0,0,1,0,3
"1079","Kareem Abdol-Hamid","i fell asleep it was bad","",2,1,0,1,1,0,2,0,0,2,0
"1080","el_hcm","X🟢x⚫️x🟢x⚫️X","03 Mar 2024",4,0,0,0,0,0,0,0,0,0,0
"1081","ProfCharlesX","Der letzte Zufluchtsort der Menschheit Zion wird von den Maschinen bedroht. Nur Morpheus (Laurence Fishburne), der zu einer Art stiller Anführer der Menschen aufgestiegen ist, glaubt noch an die Prophezeiung des Orakels (Gloria Foster) und berichtet jedem davon, daß der Auserwählte Neo (Keanu Reeves) diesen Krieg beenden wird. In der Matrix trifft Neo auf das Orakel und muss lernen, diesem zu vertrauen, während er gleichsam erneut auf Agent Smith (Hugo Weaving) trifft.","23 Jan 2022",2,0,1,0,1,1,2,1,1,2,1
"1082","joeybarron143","Im Prinzip muss man ja Matrix: Reloaded recht…","",3,0,0,0,0,0,0,0,0,1,0
"1083","alex","Cool rave scene, but mostly oversaturated.","03 Mar 2024",3,1,0,1,0,1,0,1,1,1,2
"1084","Ciro","Sure you could consider the narrative clumsy, but this sequel remains equally as big and bombastic as the first, with an energy that keeps up the kineticism needed to maintain my disbelief. If I stop and think about Neo superman flying away from a hoarde of Agent Smiths it's a little bit silly, but in the heat of the moment I buy it wholeheartedly. Seeing Zion finally makes the whole outside of the matrix feel alive and gives us something worth fighting for.","03 Mar 2024",4,1,3,3,2,4,0,1,4,4,7
"1085","rin_in_the_bin","Mejor que la primera. Una historia mejor construída, con Neo ya poderoso. Eso hace las peleas más épicas","03 Mar 2024",3,0,0,0,0,0,0,0,0,0,0
"1086","Chase","i know, i know, eveyrone says that the second and third films ruined the franchise (let’s please not talk about the fourth one, i didn’t get how self-subversive it was). even Quentin Tarantino was utterly disgusted by it. but who cares what that tasteless grumpy conservative thinks, right? it’s still trans, it’s still kickass cool action hot people movie with a kind of a mindfuck energy right? there’s even more leather, raves and hair gel than ever, right? so let me ask you this, what the hell is your problem people??","02 Mar 2024",3,5,0,4,3,1,4,1,1,6,4
"1087","gacostab12","Better action than the first, but I really hate part 1 part 2 cliffhanger movies tbh","02 Mar 2024",3,1,0,1,1,0,1,0,0,1,1
"1088","rehana_vevo","La neta a mi si me gusta","01 Mar 2024",3,0,0,0,0,0,0,0,0,0,0
"1089","allthepotatoes","Why did they start the movie off like that 🤣 there’s literally no plot, just a bunch of fighting sequences.","",4,1,1,0,0,0,0,0,0,1,0
"1090",NA,"Feels like we got lost in the sauce a bit. So many moving pieces on the sides, but not all characters can stand out in the same way. It felt like the story they were trying to tell was too big. For what this fight was hyped up to be, it didn't seem to deliver enough.",NA,NA,1,0,0,1,0,1,0,0,2,0
"1091","GG999","a money grab i’m down for","02 Mar 2024",4,2,1,0,0,1,0,1,1,1,1
"1092","messyroth","i like the orgy scene","02 Mar 2024",4,0,0,0,0,0,0,0,0,0,0
"1093","cosmicbibliophilia","Not as good as the first, but still cool","02 Mar 2024",3,0,1,0,0,1,0,1,1,0,2
"1094","Wilmer Paul Mendoza","There's a couple fight scenes that drag and series of exposition dumps and that's pretty much the movie. Oh, also there's now mutiple Agent Smiths chasing Neo every which way only for Neo to keep getting stronger and kicking his virus ass.","02 Mar 2024",4,3,1,0,1,1,1,0,2,4,1
"1095","sphinx_","Watched on Max.","02 Mar 2024",3,0,0,0,0,0,0,0,0,0,0
"1096","Lollo","i would have killed to be in the theater watching this shit in 2003. the wachowskis went off the deep end in all the right ways with this","03 Mar 2024",3,1,0,1,0,0,0,0,0,1,0
"1097","PLDMatt","Tout pareil","02 Sep 2020",4,0,0,0,0,0,0,0,0,0,0
"1098","mcgilljimmy","Concept; Free. Your. Mind.","03 Mar 2024",4,0,0,0,0,0,0,0,0,0,0
"1099","Neuriad","Atmosphere; Dramatic and fast paced","02 Mar 2024",3,0,0,0,0,0,0,0,0,0,0
"1100","Josh","Acting; Debt collectors","01 Mar 2024",3,0,0,0,0,0,1,0,0,1,0
"1101","Stephen","Music; 👌","02 Mar 2024",0,0,0,0,0,1,1,0,0,0,1
"1102","danicostac","Conclusion; Ducati 996s is great","02 Mar 2024",NA,0,0,0,0,0,0,0,0,0,0
"1103",NA,"Awesome",NA,NA,0,0,0,0,0,0,0,0,0,0
"1104",NA,"Si vous pensez que seul Matrix 1 est bien, et que le reste est nul, vous n'avez rien compris à Matrix.",NA,NA,0,0,0,0,0,0,0,0,1,0
"1105",NA,"I still cannot properly explain what happens at the end of this movie lol.",NA,NA,0,0,0,0,0,0,0,1,0,1
"1106",NA,"This film gets such a bad rep. Is it as good as the first movie? Not even close. But it’s full of interesting ideas and concepts. It’s the execution that lets it down. I super appreciate what the Wachowski’s were trying to say and do with this movie, though.",NA,NA,2,1,1,2,1,2,1,2,2,3
"1107",NA,"achei muito chato",NA,NA,0,0,0,0,0,0,0,0,0,0
"1108","O Lesk","Não tão provocativo como o primeiro filme, Matrix Reloaded reintroduz a ficção científica das Wachowskis sendo primariamente guiada pela ação.","19 Nov 2006",3,0,0,0,0,0,0,0,0,0,0
"1109","sarazivanovic","isto ko matrix 1","02 Mar 2024",4,0,0,0,0,0,0,0,0,0,0
"1110","Emmet Temple","Honestly big dead man’s chest energy from this one","02 Mar 2024",4,0,0,0,0,0,0,0,0,0,0
"1111","Poppy","Definitely not as good as DUNE 2 and unfortunately that’s now the standard for sci-fi sequels or just sequels in general","02 Mar 2024",4,0,1,0,0,1,0,1,2,0,2
"1112","Jon Hillman","But I do love the weird chaos theory of love being the crux of the issue in the matchup of humans v robots","01 Mar 2024",3,1,1,1,1,1,1,0,1,2,1
"1113","ninky minjaj","wish someone invited me to the beige techno orgy 😠","01 Mar 2024",3,0,0,0,0,0,0,0,0,0,0
"1114","matthew","More action and less story oriented than the first, but that's not necessarily a bad thing.","02 Mar 2024",3,1,0,1,1,0,1,0,0,1,1
"1115","illcommunicatio","I am a slut for a good car chase so ummmmmm this may be one of the best movies ever actually ok byyeeee","17 Feb 2024",3,1,1,1,0,1,0,1,1,2,1
"1116","AndreaTheHorror","74","01 Mar 2024",4,0,0,0,0,0,0,0,0,0,0
"1117","thegreateye0","All the action scenes hit hard as hell, everything else not so much. Rewatched this blacked out with the worst people having the best time.","01 Mar 2024",4,2,1,1,1,0,1,0,0,2,1
"1118","Nick Baldwin","I haven't watched this film for over 15 years I think, so no wonder I didn't get it back then, it's dense in philosophy, but not in an annoying way. In fact, I actually feel like it could have cut the highway chase scene a tad shorter, as impressive as it was because I really enjoyed the dialogues in this film.","01 Mar 2024",4,1,0,0,0,0,0,0,1,2,0
"1119","Billy Boy","Of course, being a sequel from its predecessor, it doesn't quite follow up the vagueness of its allegory in…","01 Mar 2024",3,0,1,0,0,0,0,0,0,1,0
"1120",NA,"“Hope: it is the quintessential human delusion, simultaneously the source of your greatest strength, and your greatest weakness.”",NA,NA,1,1,0,1,1,1,1,2,2,2
"1121",NA,"Not quite like the first but still great. The fight scenes are even better. It abandons all plausibility in the end with Neo’s abilities both in and outside of the Matrix, but I just abandon my desire for realism at that point. The score is still fantastic and iconic. The direction they took with Smith does seem to diminish his climactic demise…",NA,NA,1,1,0,3,1,3,1,1,4,1
"1122",NA,"This was way more fun than I remembered. It’s flawed and some of the Zion scenes are dialogue heavy and stuffy, but, man, some of these action sequences are downright badass. There’s also the development of Trinity, especially her romance with Neo. There’s a reason we all love this couple, but it’s this film that really develops and advances their relationship into the epic love story we’ve all now recognized it to be, not the original film in 1999. Is…",NA,NA,0,2,0,1,3,1,1,2,1,6
"1123",NA,"Tenes 8 años. Salis del cine pensando que la parte en la autopista es la mejor escena de acción que viste en tu vida. Crees que trinity es el amor de tu vida. Todo va a estar bien.",NA,NA,0,0,0,0,0,0,0,0,0,0
"1124","Nico67230","Bon, pas compris grand chose.Assez compliqué et dur a suivre.Néanmoins film agréable de part ses scènes d’actions et ses chorégraphies styles.Aucune emotion ressentie.Neanmoins curieux pour la suite.","02 Mar 2024",3,0,0,0,0,0,0,0,0,0,0
"1125","AlisterSW","A film that I find unfairly criticized. It takes up the themes of the first film by adding depth and has its share of interesting characters. It's far from a masterpiece but it's not the dung that some people proclaim it to be.","12 Jan 2023",3,0,1,1,0,2,0,0,2,0,4
"1126","len","rien compris au 1, toujours rien compris au 2 MAIS j'ai compris que trinity n'a plus la corky haircut et c'est digne d'un hatecrime à mes yeux","01 Mar 2024",3,0,0,0,0,0,0,0,0,0,0
"1127","VeigaJoao","Lê ai a do primeiro, é a msm coisa porém mais cansativo.","01 Mar 2024",3,0,0,0,0,0,0,0,0,0,0
"1128","minne","Why is this movie so horny","01 Mar 2024",3,0,0,0,0,0,0,0,0,0,0
"1129","pedraza","Tiene momentos buenisimos y me parece que esta bien lograda como secuela en el intento de expandir mas el lore, pero igualmente no le llega a la primera porque es casi perfecta y es complicado mantener el nivel.Punto alto que tenga muchisima acción, a pesar de que en algunas escenas parece un juego de ps3.Lo que no me gusta es que un poco con la excusa de que Neo es el elegido metan guionazos asi por que si, el tipo de un momento para otro es superman y puede volar a 10 mil km/hora y ahora tambien puede revivir gente!!","",3,0,0,0,0,1,0,0,1,0,1
"1130","izabelacuri","topzera demais, mas o 1° é imbatível","01 Mar 2024",3,0,0,0,0,0,0,0,0,0,0
"1131","andihakimp","masih disuguhkan dengan keindahan visual yg semakin memanjakan mata.","29 Feb 2024",3,0,0,0,0,0,0,0,0,0,0
"1132","Rohan","Noticeably weaker script compared to the first though the action is still amazing","01 Mar 2024",3,0,0,0,0,0,0,0,0,0,2
"1133","Derek","Good sequel. Love Keanu Reeves. That highway scene was epic. Thought provoking.","01 Mar 2024",4,1,3,1,0,2,0,1,1,1,3
"1134","AlanVanz","Pourquoi tant de haine ?","01 Mar 2024",5,0,0,0,0,0,0,0,0,0,0
"1135","danwhite00","This review may contain spoilers. I can handle the truth.","01 Mar 2024",5,0,0,0,0,0,0,0,1,0,1
"1136",NA,"Got a flip",NA,NA,0,0,0,0,0,0,0,0,0,0
"1137","Mase_G","They lost the juice so bad!","29 Feb 2024",3,1,0,1,1,0,2,0,0,2,0
"1138","Jonny !","Feels like they learned all the wrong lessons from the first movie.","29 Feb 2024",3,0,0,0,0,0,0,0,0,1,0
"1139","MrSmoky15","my life long best friend convinced me to do a rewatch of the series and i’m kinda glad he did.","29 Feb 2024",4,0,2,0,0,2,0,0,3,0,2
"1140","AntWatch","OKAY, so i think i was a bit harsh on my initial ranking of this film but i do feel like it’s justified purely based on the fact that the 1st is such an incredible stand alone film anything that could possibly dilute that films message and accomplishments as a film should be held toa higher standard.","01 Mar 2024",4,0,0,0,0,0,0,0,2,1,1
